Código;Tipo de institución;Nombre de institución;"Acreditación institución 
(Al 30 de octubre 2020)";Área;Nombre carrera genérica;Nombre carrera (del título);% titulados con continuidad de estudios;Retención 1er año; Duración Real (semestres) ;Empleabilidad 1er año;Empleabilidad 2° año;Ingreso promedio al 4° año de titulación
91;Universidades;Universidad Católica del Norte;6 años;Ciencias Sociales;Psicología;Psicología;7.2%;89.3%; 11.9 ;85.5%;93.6%;De $900 mil a $1 millón
91;Universidades;Universidad Católica del Norte;6 años;Salud;Química y Farmacia;Química y Farmacia;1.4%;86.0%; s/i ;96.3%;95.6%;De $1 millón 600 mil a $1 millón 700 mil
4;Universidades;Universidad Central de Chile;4 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería de Ejecución en Administración de Negocios;10.1%;69.0%; 12.6 ;75.8%;79.3%;De $1 millón 100 mil a $1 millón 200 mil
4;Universidades;Universidad Central de Chile;4 años;Ciencias Sociales;Administración Pública;Administración Pública;1.2%;76.1%; 11.5 ;71.3%;82.4%;De $1 millón 300 mil a $1 millón 400 mil
4;Universidades;Universidad Central de Chile;4 años;Arte y Arquitectura;Arquitectura;Arquitectura;1.3%;81.3%; s/i ;66.7%;81.7%;De $1 millón a $1 millón 100 mil
4;Universidades;Universidad Central de Chile;4 años;Administración y Comercio;Contador Auditor;Contabilidad y Auditoría;7.1%;78.7%; 13.6 ;94.6%;95.0%;De $1 millón 200 mil a $1 millón 300 mil
4;Universidades;Universidad Central de Chile;4 años;Salud;Enfermería;Enfermería;0.0%;87.8%; 13.3 ;71.9%;91.4%;De $1 millón 500 mil a $1 millón 600 mil
4;Universidades;Universidad Central de Chile;4 años;Tecnología;Ingeniería Civil en Obras Civiles;Ingeniería Civil en Obras Civiles;0.0%;68.8%; s/i ;75.7%;87.2%;De $1 millón 500 mil a $1 millón 600 mil
4;Universidades;Universidad Central de Chile;4 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;3.3%;85.5%; s/i ;81.6%;88.5%;De $1 millón 800 mil a $1 millón 900 mil
4;Universidades;Universidad Central de Chile;4 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.7%;85.9%; 12.8 ;80.6%;90.1%;De $1 millón 500 mil a $1 millón 600 mil
4;Universidades;Universidad Central de Chile;4 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;3.0%;s/i; s/i ;94.0%;88.0%;De $1 millón 300 mil a $1 millón 400 mil
4;Universidades;Universidad Central de Chile;4 años;Educación;Pedagogía en Educación Básica;Educación General Básica;6.2%;s/i; s/i ;93.9%;93.0%;De $800 mil a $900 mil
4;Universidades;Universidad Central de Chile;4 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;1.2%;s/i; s/i ;66.7%;80.0%;s/i
4;Universidades;Universidad Central de Chile;4 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial e Integral de Necesidades Educativas Especiales;1.2%;83.7%; 10.8 ;95.7%;94.2%;De $800 mil a $900 mil
4;Universidades;Universidad Central de Chile;4 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;7.9%;82.7%; 12.1 ;58.8%;61.6%;De $700 mil a $800 mil
4;Universidades;Universidad Central de Chile;4 años;Educación;Pedagogía en Idiomas;Pedagogía en Lengua y Cultura Inglesa;6.0%;77.8%; 11.8 ;68.1%;76.5%;De $800 mil a $900 mil
4;Universidades;Universidad Central de Chile;4 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía en Matemática y Estadística;14.3%;s/i; s/i ;95.3%;n/a;s/i
4;Universidades;Universidad Central de Chile;4 años;Ciencias Sociales;Periodismo;Periodismo;0.0%;62.5%; s/i ;63.4%;79.1%;s/i
4;Universidades;Universidad Central de Chile;4 años;Ciencias Sociales;Psicología;Psicología;2.1%;87.1%; 11.6 ;61.1%;79.4%;De $800 mil a $900 mil
4;Universidades;Universidad Central de Chile;4 años;Ciencias Sociales;Publicidad;Publicidad;0.0%;80.0%; s/i ;61.1%;69.6%;De $800 mil a $900 mil
4;Universidades;Universidad Central de Chile;4 años;Ciencias Sociales;Sociología;Sociología;6.3%;72.9%; s/i ;43.8%;63.0%;De $900 mil a $1 millón
4;Universidades;Universidad Central de Chile;4 años;Tecnología;Técnico en Construcción y Obras Civiles;Técnico de Nivel Superior en Construcción;56.6%;48.3%; 6.3 ;61.7%;73.3%;s/i
4;Universidades;Universidad Central de Chile;4 años;Administración y Comercio;Técnico en Contabilidad General;Técnico de Nivel Superior en Contabilidad General ;40.5%;76.2%; 5.9 ;68.3%;68.9%;s/i
4;Universidades;Universidad Central de Chile;4 años;Salud;Terapia Ocupacional;Terapia Ocupacional;0.6%;91.8%; 12.3 ;43.0%;76.9%;s/i
4;Universidades;Universidad Central de Chile;4 años;Ciencias Sociales;Trabajo Social;Trabajo Social;4.8%;82.3%; s/i ;68.4%;86.1%;De $800 mil a $900 mil
651;Universidades;Universidad Chileno Británica de Cultura;No;Humanidades;Traducción e Interpretación;Traducción Inglés-Español;9.4%;s/i; 10.9 ;37.0%;49.2%;s/i
46;Universidades;Universidad de Aconcagua;No;Salud;Enfermería;Enfermería;0.5%;58.4%; 14.1 ;60.2%;85.9%;De $1 millón 200 mil a $1 millón 300 mil
46;Universidades;Universidad de Aconcagua;No;Tecnología;Ingeniería en Minas y Metalurgia;Ingeniería en Minas;2.7%;s/i; s/i ;86.7%;n/a;s/i
46;Universidades;Universidad de Aconcagua;No;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería en Prevención de Riesgos y Medio Ambiente;3.1%;s/i; s/i ;75.6%;90.9%;De $1 millón a $1 millón 100 mil
46;Universidades;Universidad de Aconcagua;No;Salud;Kinesiología;Kinesiología;0.9%;74.0%; s/i ;49.2%;63.2%;s/i
46;Universidades;Universidad de Aconcagua;No;Ciencias Sociales;Psicología;Psicología;0.4%;57.1%; 12.9 ;82.6%;87.7%;s/i
46;Universidades;Universidad de Aconcagua;No;Administración y Comercio;Técnico en Administración de Empresas;Técnico de Nivel Superior en Administración de Empresas;18.6%;66.1%; s/i ;41.1%;n/a;s/i
46;Universidades;Universidad de Aconcagua;No;Salud;Técnico en Enfermería;Técnico de Nivel Superior en Enfermería;2.3%;60.9%; 7.9 ;43.0%;62.6%;De $500 mil a $600 mil
46;Universidades;Universidad de Aconcagua;No;Tecnología;Técnico en Minería y Metalurgia;Técnico Nivel Superior en Minas y de Metalurgia;22.1%;s/i; 10.3 ;54.5%;69.6%;De $1 millón 100 mil a $1 millón 200 mil
46;Universidades;Universidad de Aconcagua;No;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos y Medio Ambiente;18.6%;s/i; s/i ;48.3%;59.1%;De $600 mil a $700 mil
46;Universidades;Universidad de Aconcagua;No;Ciencias Sociales;Trabajo Social;Trabajo Social;2.5%;57.6%; s/i ;66.3%;77.3%;s/i
73;Universidades;Universidad de Antofagasta;5 años;Salud;Enfermería;Enfermería;0.0%;93.0%; 11.9 ;90.8%;93.5%;De $1 millón 400 mil a $1 millón 500 mil
73;Universidades;Universidad de Antofagasta;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;2.7%;92.3%; 19.8 ;81.5%;88.2%;De $1 millón 800 mil a $1 millón 900 mil
73;Universidades;Universidad de Antofagasta;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;5.4%;75.5%; s/i ;77.2%;n/a;s/i
73;Universidades;Universidad de Antofagasta;5 años;Salud;Kinesiología;Kinesiología;6.9%;76.5%; 14.0 ;62.3%;78.0%;De $1 millón 200 mil a $1 millón 300 mil
73;Universidades;Universidad de Antofagasta;5 años;Salud;Medicina;Medicina;6.8%;96.0%; 15.5 ;95.7%;96.5%;Sobre $2 millones 500 mil
73;Universidades;Universidad de Antofagasta;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;4.3%;77.6%; 9.3 ;59.2%;76.5%;s/i
73;Universidades;Universidad de Antofagasta;5 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;0.9%;98.0%; 12.6 ;92.6%;97.1%;De $1 millón 200 mil a $1 millón 300 mil
73;Universidades;Universidad de Antofagasta;5 años;Salud;Odontología;Odontología;4.5%;76.8%; 15.5 ;73.0%;89.9%;De $1 millón 700 mil a $1 millón 800 mil
73;Universidades;Universidad de Antofagasta;5 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;4.3%;87.8%; s/i ;92.4%;91.8%;De $800 mil a $900 mil
73;Universidades;Universidad de Antofagasta;5 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;11.1%;73.5%; 11.1 ;83.6%;82.5%;De $800 mil a $900 mil
73;Universidades;Universidad de Antofagasta;5 años;Tecnología;Técnico en Mantenimiento Industrial;Técnico de Nivel Superior en Mantenimiento Industrial y en Mantención;21.6%;81.5%; 5.7 ;90.3%;n/a;s/i
73;Universidades;Universidad de Antofagasta;5 años;Tecnología;Técnico en Minería y Metalurgia;Técnico en Metalurgia, en Explotación Minera y en Operaciones Mineras;15.3%;77.6%; s/i ;84.6%;88.2%;De $1 millón 500 mil a $1 millón 600 mil
73;Universidades;Universidad de Antofagasta;5 años;Salud;Tecnología Médica;Tecnología Médica;3.8%;92.6%; 11.6 ;71.6%;89.2%;De $1 millón a $1 millón 100 mil
73;Universidades;Universidad de Antofagasta;5 años;Ciencias Sociales;Trabajo Social;Trabajo Social;4.7%;97.4%; s/i ;94.3%;88.7%;De $900 mil a $1 millón
26;Universidades;Universidad de Artes, Ciencias y Comunicación UNIACC;3 años;Arte y Arquitectura;Actuación y Teatro;Teatro y Comunicación Escénica;2.9%;64.1%; s/i ;29.3%;29.4%;s/i
26;Universidades;Universidad de Artes, Ciencias y Comunicación UNIACC;3 años;Arte y Arquitectura;Comunicación Audiovisual y/o Multimedia;Comunicación Audiovisual y Digital;3.3%;81.3%; 14.6 ;52.4%;58.9%;De $800 mil a $900 mil
26;Universidades;Universidad de Artes, Ciencias y Comunicación UNIACC;3 años;Arte y Arquitectura;Música, Canto o Danza;Música, Composición y Sonido, Danza y Coreografía;3.1%;63.3%; 10.8 ;34.6%;40.0%;De $500 mil a $600 mil
26;Universidades;Universidad de Artes, Ciencias y Comunicación UNIACC;3 años;Ciencias Sociales;Periodismo;Periodismo;2.5%;60.9%; s/i ;69.8%;68.3%;s/i
26;Universidades;Universidad de Artes, Ciencias y Comunicación UNIACC;3 años;Ciencias Sociales;Publicidad;Publicidad;2.5%;s/i; s/i ;61.4%;78.5%;De $900 mil a $1 millón
26;Universidades;Universidad de Artes, Ciencias y Comunicación UNIACC;3 años;Humanidades;Traducción e Interpretación;Traducción e Interpretariado Bilingüe Inglés-Español;9.7%;80.6%; s/i ;40.4%;60.0%;s/i
79;Universidades;Universidad de Atacama;3 años;Salud;Enfermería;Enfermería;3.7%;80.3%; 13.4 ;77.7%;87.5%;s/i
79;Universidades;Universidad de Atacama;3 años;Ciencias Básicas;Geología;Geología;4.9%;66.7%; s/i ;83.6%;n/a;s/i
79;Universidades;Universidad de Atacama;3 años;Tecnología;Ingeniería Civil en Minas;Ingeniería Civil en Minas;0.7%;73.0%; 18.1 ;80.0%;88.8%;De $2 millones 200 mil a $2 millones 300 mil
79;Universidades;Universidad de Atacama;3 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;2.6%;77.3%; 16.9 ;67.3%;80.4%;s/i
79;Universidades;Universidad de Atacama;3 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;2.6%;63.2%; s/i ;75.8%;n/a;s/i
79;Universidades;Universidad de Atacama;3 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico Universitario en Administración de Empresas y Tecnólogo en Administración de Empresas;50.8%;76.1%; 6.2 ;66.5%;70.5%;s/i
79;Universidades;Universidad de Atacama;3 años;Ciencias Básicas;Técnico en Geología;Técnico y Universitario Asistente de Geología;16.3%;50.0%; s/i ;40.0%;n/a;s/i
79;Universidades;Universidad de Atacama;3 años;Tecnología;Técnico en Instrumentación, Automatización y Control Industrial;Técnico y Tecnólogo en Instrumentación y Automatización;30.4%;58.5%; 6.1 ;80.0%;82.0%;De $1 millón 300 mil a $1 millón 400 mil
79;Universidades;Universidad de Atacama;3 años;Tecnología;Técnico en Mecánica Industrial;Técnico Universitario en Mantención Mecánica de Equipos Industriales y Tecnólogo en Mantenimiento Mecánico;31.9%;50.3%; 6.1 ;81.7%;n/a;s/i
79;Universidades;Universidad de Atacama;3 años;Tecnología;Técnico en Minería y Metalurgia;Técnico en Minas, en Metalurgia y en Procesamiento de Minerales;39.8%;61.7%; 7.9 ;62.0%;71.4%;De $1 millón 200 mil a $1 millón 300 mil
79;Universidades;Universidad de Atacama;3 años;Tecnología;Técnico en Prevención de Riesgos;Técnico Universitario en Prevención de Riesgos;21.7%;51.6%; s/i ;58.5%;57.0%;s/i
70;Universidades;Universidad de Chile;7 años;Ciencias Sociales;Administración Pública;Administración Pública;15.5%;93.0%; 11.7 ;71.5%;90.1%;De $1 millón 500 mil a $1 millón 600 mil
70;Universidades;Universidad de Chile;7 años;Agropecuaria;Agronomía;Ingeniería Agronómica;1.8%;81.0%; 16.6 ;73.6%;84.3%;De $1 millón 100 mil a $1 millón 200 mil
70;Universidades;Universidad de Chile;7 años;Ciencias Sociales;Antropología;Antropología Arqueología;17.7%;88.2%; 17.8 ;82.4%;83.5%;s/i
70;Universidades;Universidad de Chile;7 años;Arte y Arquitectura;Arquitectura;Arquitectura;2.8%;80.8%; 16.1 ;88.1%;89.1%;De $1 millón 200 mil a $1 millón 300 mil
70;Universidades;Universidad de Chile;7 años;Arte y Arquitectura;Artes y Licenciatura en Artes;Artes Plásticas, Licenciatura en Artes y Teoría e Historia del Arte;10.6%;79.7%; 14.9 ;41.6%;49.1%;De $600 mil a $700 mil
70;Universidades;Universidad de Chile;7 años;Ciencias Básicas;Bioquímica;Bioquímica;18.9%;83.3%; 16.8 ;69.3%;66.2%;s/i
70;Universidades;Universidad de Chile;7 años;Arte y Arquitectura;Diseño;Diseño;1.6%;88.6%; 15.8 ;66.1%;70.3%;De $900 mil a $1 millón
70;Universidades;Universidad de Chile;7 años;Salud;Enfermería;Enfermería;1.2%;88.4%; 11.4 ;88.3%;95.9%;De $1 millón 400 mil a $1 millón 500 mil
70;Universidades;Universidad de Chile;7 años;Salud;Fonoaudiología;Fonoaudiología;3.4%;84.6%; 11.8 ;55.6%;81.0%;De $900 mil a $1 millón
70;Universidades;Universidad de Chile;7 años;Ciencias Sociales;Geografía;Geografía;7.5%;87.3%; 14.9 ;64.7%;76.0%;De $1 millón 100 mil a $1 millón 200 mil
70;Universidades;Universidad de Chile;7 años;Ciencias Básicas;Geología;Geología;10.4%;s/i; s/i ;75.4%;83.5%;De $1 millón 700 mil a $1 millón 800 mil
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil Eléctrica;Ingeniería Civil Eléctrica;5.6%;s/i; s/i ;86.8%;92.6%;De $1 millón 900 mil a $2 millones
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Computación;8.4%;s/i; s/i ;93.8%;95.6%;De $1 millón 900 mil a $2 millones
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil en Minas;Ingeniería Civil en Minas;6.5%;s/i; s/i ;93.8%;97.0%;Sobre $2 millones 500 mil
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;2.2%;s/i; s/i ;94.9%;95.5%;De $2 millones 100 mil a $2 millones 200 mil
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil Matemática;Ingeniería Civil Matemática;23.2%;s/i; s/i ;70.3%;83.3%;s/i
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;8.1%;s/i; s/i ;87.1%;91.1%;De $1 millón 800 mil a $1 millón 900 mil
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil Química;Ingeniería Civil Química;5.1%;s/i; s/i ;84.3%;96.6%;De $1 millón 600 mil a $1 millón 700 mil
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería;Ingeniería Civil;1.4%;93.0%; s/i ;96.8%;96.0%;De $1 millón 800 mil a $1 millón 900 mil
70;Universidades;Universidad de Chile;7 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;18.4%;94.7%; 12.3 ;88.4%;93.1%;De $1 millón 900 mil a $2 millones
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería en Biotecnología y Bioingeniería;Ingeniería en Biotecnología Molecular;39.0%;76.1%; 15.6 ;66.2%;74.1%;De $1 millón 100 mil a $1 millón 200 mil
70;Universidades;Universidad de Chile;7 años;Administración y Comercio;Ingeniería en Control de Gestión;Ingeniería en Información y Control de Gestión;5.3%;85.6%; 12.6 ;95.8%;96.4%;De $1 millón 800 mil a $1 millón 900 mil
70;Universidades;Universidad de Chile;7 años;Tecnología;Ingeniería en Recursos Renovables;Ingeniería en Recursos Naturales Renovables;4.8%;82.7%; 16.6 ;80.7%;82.6%;De $1 millón 400 mil a $1 millón 500 mil
70;Universidades;Universidad de Chile;7 años;Agropecuaria;Ingeniería Forestal;Ingeniería Forestal;1.0%;85.3%; 18.0 ;87.2%;89.1%;De $1 millón 200 mil a $1 millón 300 mil
70;Universidades;Universidad de Chile;7 años;Salud;Kinesiología;Kinesiología;1.6%;88.5%; 12.5 ;69.6%;88.1%;De $1 millón 100 mil a $1 millón 200 mil
70;Universidades;Universidad de Chile;7 años;Humanidades;Licenciatura en Letras y Literatura;Licenciatura en Lingüística y Literatura, y Literatura Inglesa;47.8%;81.4%; 10.7 ;44.4%;61.6%;De $700 mil a $800 mil
70;Universidades;Universidad de Chile;7 años;Salud;Medicina;Medicina;24.9%;94.9%; 14.9 ;90.4%;87.0%;Sobre $2 millones 500 mil
70;Universidades;Universidad de Chile;7 años;Agropecuaria;Medicina Veterinaria;Medicina Veterinaria;9.4%;86.0%; 17.6 ;72.0%;74.7%;De $1 millón a $1 millón 100 mil
70;Universidades;Universidad de Chile;7 años;Arte y Arquitectura;Música, Canto o Danza;Danza e Interpretación Musical;7.9%;82.6%; 17.1 ;67.2%;80.4%;s/i
70;Universidades;Universidad de Chile;7 años;Salud;Nutrición y Dietética;Nutrición y Dietética;3.3%;81.5%; 12.2 ;52.3%;80.7%;De $900 mil a $1 millón
70;Universidades;Universidad de Chile;7 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;2.4%;87.6%; 11.8 ;94.4%;98.1%;De $1 millón 500 mil a $1 millón 600 mil
70;Universidades;Universidad de Chile;7 años;Salud;Odontología;Odontología;6.5%;82.9%; 16.5 ;88.8%;91.5%;De $1 millón 700 mil a $1 millón 800 mil
70;Universidades;Universidad de Chile;7 años;Educación;Pedagogía en Educación Media;Pedagogía en Educación Media en Asignaturas Científico Humanistas ;10.6%;s/i; s/i ;82.4%;88.1%;De $800 mil a $900 mil
70;Universidades;Universidad de Chile;7 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía Educación Media en Matemática y Física;6.6%;85.3%; 13.3 ;93.5%;96.6%;De $1 millón a $1 millón 100 mil
70;Universidades;Universidad de Chile;7 años;Ciencias Sociales;Periodismo;Periodismo;3.8%;93.6%; 12.9 ;72.1%;80.3%;De $1 millón a $1 millón 100 mil
70;Universidades;Universidad de Chile;7 años;Ciencias Sociales;Psicología;Psicología;8.8%;92.8%; 14.7 ;75.1%;82.1%;De $900 mil a $1 millón
70;Universidades;Universidad de Chile;7 años;Ciencias Básicas;Química Ambiental;Química Ambiental;25.4%;81.3%; s/i ;68.7%;69.4%;s/i
70;Universidades;Universidad de Chile;7 años;Salud;Química y Farmacia;Química y Farmacia;5.3%;88.7%; 16.8 ;95.4%;95.5%;De $1 millón 600 mil a $1 millón 700 mil
70;Universidades;Universidad de Chile;7 años;Ciencias Básicas;Química, Licenciado en Química;Química;28.6%;77.9%; s/i ;71.7%;71.4%;De $900 mil a $1 millón
70;Universidades;Universidad de Chile;7 años;Arte y Arquitectura;Realizador de Cine y Televisión;Cine y Televisión;8.5%;94.2%; 13.1 ;38.9%;48.4%;De $800 mil a $900 mil
